,id,intakedate,intakereason,sheltercode,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype
7266,61616,2018-11-09 14:07:00,Stray,C18111554,Domestic Short Hair,Grey,Cat,7 months.,Female,Adoptable Cat Kennels,2018-11-09 00:00:00,Foster
7267,61616,2018-11-09 14:07:00,Stray,C18111554,Domestic Short Hair,Grey,Cat,7 months.,Female,Adoptable Cat Kennels,2019-01-17 00:00:00,Adoption
7269,61620,2018-11-09 15:41:05,Stray,C18111556,Domestic Short Hair,Black and other colours mix,Cat,1 year 6 months.,Unknown,Cat room B,2018-11-15 00:00:00,Transfer
7271,61625,2018-11-10 12:53:57,Stray,C18111559,Domestic Short Hair,Black and other colours mix,Cat,4 years 1 month.,Male,Adoptable Cat Middle Colony,2018-12-16 00:00:00,Adoption
7272,61626,2018-11-10 12:53:57,Stray,C18111560,Domestic Short Hair,Multi colours,Cat,2 years 0 months.,Female,Cat room A,2018-11-17 00:00:00,Reclaimed
7279,61635,2018-11-10 16:53:11,Stray,C18111563,Domestic Short Hair,Black and other colours mix,Cat,11 months.,Male,Adoptable Cat Glass Colony,2018-11-29 00:00:00,Adoption
7280,61636,2018-11-10 16:53:11,Stray,C18111564,Domestic Short Hair,Black,Cat,1 year 4 months.,Male,Adoptable Cat Glass Colony,2018-12-04 00:00:00,Adoption
7281,61637,2018-11-10 16:53:11,Stray,C18111565,Domestic Short Hair,Black,Cat,1 year 4 months.,Male,Adoptable Cat Glass Colony,2018-12-06 00:00:00,Adoption
7282,61638,2018-11-10 16:53:11,Stray,C18111566,Domestic Short Hair,Black,Cat,11 months.,Female,Adoptable Cat Glass Colony,2018-12-01 00:00:00,Adoption
7287,61645,2018-11-12 10:59:02,Stray,C18111571,Domestic Medium Hair,Black,Cat,23 weeks.,Male,Cat room A,2018-11-19 00:00:00,Foster
7288,61645,2018-11-12 10:59:02,Stray,C18111571,Domestic Medium Hair,Black,Cat,23 weeks.,Male,Cat room A,2018-12-21 00:00:00,Adoption
7292,61650,2018-11-13 14:29:43,Stray,C18111573,Domestic Short Hair,Black,Cat,1 year 0 months.,Male,Adoptable Cat Glass Colony,2018-12-11 00:00:00,Adoption
7293,61655,2018-11-13 15:52:27,Stray,C18111574,Domestic Short Hair,Multi colours,Cat,6 years 10 months.,Female,Cat room A,2018-11-15 00:00:00,Reclaimed
7294,61656,2018-11-13 16:23:56,Stray,C18111575,Domestic Short Hair,White mix,Cat,1 year 9 months.,Male,Adoptable Cat Glass Colony,2018-12-07 00:00:00,Adoption
7304,61664,2018-11-14 13:08:57,Incompatible with other pets,C18111569,Domestic Short Hair,Black,Cat,5 years 0 months.,Male,Adoptable Cat Small Colony,2018-12-04 00:00:00,Adoption
7305,61666,2018-11-14 13:22:11,Stray,C18111578,Domestic Short Hair,White mix,Cat,21 weeks.,Female,Lobby,2018-11-30 00:00:00,Adoption
7306,61667,2018-11-14 15:14:51,Stray,C18111579,Domestic Short Hair,Black and other colours mix,Cat,4 years 6 months.,Female,Adoptable Cat Middle Colony,2018-12-11 00:00:00,Adoption
7307,61668,2018-11-14 15:36:04,Unsuitable Accommodation,C1811748,Domestic Short Hair,Multi colours,Cat,3 years 1 month.,Female,Cat room B,2018-12-15 00:00:00,Adoption
7308,61669,2018-11-14 15:42:44,Unsuitable Accommodation,C1811749,Domestic Short Hair,Black,Cat,4 years 1 month.,Male,Adoptable Cat Small Colony,2018-12-28 00:00:00,Adoption
7312,61674,2018-11-14 16:50:49,Stray,C18111580,Domestic Short Hair,Multi colours,Cat,7 months.,Female,Adoptable Cat Middle Colony,2018-12-31 00:00:00,Adoption
7314,61676,2018-11-15 13:12:53,Stray,C18111584,Domestic Short Hair,Grey,Cat,24 weeks.,Female,Adoptable Cat Glass Colony,2018-12-07 00:00:00,Adoption
7316,61678,2018-11-16 12:26:54,Stray,C18111585,Domestic Short Hair,Black,Cat,7 years 1 month.,Female,Adoptable Cat Kennels,2018-12-16 00:00:00,Adoption
7318,61680,2018-11-16 13:04:06,Stray,C18111586,Domestic Short Hair,White mix,Cat,1 year 1 month.,Female,Adoptable Cat Kennels,2019-01-02 00:00:00,Adoption
7319,61681,2018-11-16 13:25:26,Stray,C18111587,Domestic Long Hair,White mix,Cat,7 years 5 months.,Male,Adoptable Cat Kennels,2018-11-30 00:00:00,Foster
7320,61681,2018-11-16 13:25:26,Stray,C18111587,Domestic Long Hair,White mix,Cat,7 years 5 months.,Male,Adoptable Cat Kennels,2019-01-27 00:00:00,Adoption
7322,61684,2018-11-16 18:29:26,Stray,C18111588,Domestic Short Hair,White mix,Cat,2 years 0 months.,Male,Cat room A,2018-11-17 00:00:00,Reclaimed
7323,61686,2018-11-17 14:05:55,Stray,C18111589,Domestic Short Hair,Black,Cat,1 year 0 months.,Male,Feline intake room,2018-11-17 00:00:00,Reclaimed
7342,61703,2018-11-19 15:22:18,Incompatible with owner lifestyle,C18111590,Domestic Medium Hair,Designer colors,Cat,7 years 0 months.,Female,Adoptable Cat Middle Colony,2018-12-11 00:00:00,Adoption
7343,61704,2018-11-19 15:42:23,Stray,C18111591,Domestic Medium Hair,Black and other colours mix,Cat,12 weeks.,Male,Adoptable Cat Middle Colony,2018-11-29 00:00:00,Foster
7344,61704,2018-11-19 15:42:23,Stray,C18111591,Domestic Medium Hair,Black and other colours mix,Cat,12 weeks.,Male,Adoptable Cat Middle Colony,2018-12-20 00:00:00,Foster
7345,61704,2018-11-19 15:42:23,Stray,C18111591,Domestic Medium Hair,Black and other colours mix,Cat,12 weeks.,Male,Adoptable Cat Middle Colony,2018-12-22 00:00:00,Adoption
7346,61705,2018-11-19 15:42:23,Stray,C18111592,Domestic Medium Hair,Black,Cat,13 weeks.,Male,Cat room C,2018-11-29 00:00:00,Foster
7347,61705,2018-11-19 15:42:23,Stray,C18111592,Domestic Medium Hair,Black,Cat,13 weeks.,Male,Cat room C,2018-12-20 00:00:00,Foster
7348,61705,2018-11-19 15:42:23,Stray,C18111592,Domestic Medium Hair,Black,Cat,13 weeks.,Male,Cat room C,2019-01-03 00:00:00,Adoption
7349,61706,2018-11-19 15:42:23,Stray,C18111593,Domestic Medium Hair,Black,Cat,9 months.,Male,Cat room C,2018-11-29 00:00:00,Foster
7350,61706,2018-11-19 15:42:23,Stray,C18111593,Domestic Medium Hair,Black,Cat,9 months.,Male,Cat room C,2018-12-20 00:00:00,Foster
7351,61706,2018-11-19 15:42:23,Stray,C18111593,Domestic Medium Hair,Black,Cat,9 months.,Male,Cat room C,2018-12-21 00:00:00,Adoption
7352,61707,2018-11-19 15:42:23,Stray,C18111594,Domestic Medium Hair,Black,Cat,11 weeks.,Male,Cat room C,2018-11-29 00:00:00,Foster
7353,61707,2018-11-19 15:42:23,Stray,C18111594,Domestic Medium Hair,Black,Cat,11 weeks.,Male,Cat room C,2018-12-20 00:00:00,Foster
7354,61707,2018-11-19 15:42:23,Stray,C18111594,Domestic Medium Hair,Black,Cat,11 weeks.,Male,Cat room C,2018-12-21 00:00:00,Adoption
7358,61712,2018-11-20 14:58:14,Stray,C18111597,Domestic Medium Hair,Black,Cat,18 weeks.,Male,Adoptable window colony,2018-12-03 00:00:00,Adoption
7359,61713,2018-11-20 16:46:35,Stray,C18111598,Domestic Long Hair,White mix,Cat,2 years 2 months.,Male,Cat room A,2018-11-24 00:00:00,Reclaimed
7360,61714,2018-11-21 12:43:53,Stray,C18111599,Domestic Short Hair,Black,Cat,5 years 4 months.,Female,Cat room B,2018-12-26 00:00:00,Adoption
7361,61715,2018-11-21 15:01:19,Litter relinquishment,c1811756,Domestic Short Hair,Multi colours,Cat,25 weeks.,Female,Lobby,2018-11-21 00:00:00,Foster
7362,61715,2018-11-21 15:01:19,Litter relinquishment,c1811756,Domestic Short Hair,Multi colours,Cat,25 weeks.,Female,Lobby,2018-12-04 00:00:00,Adoption
7363,61716,2018-11-21 15:01:19,Litter relinquishment,C1811757,Domestic Short Hair,Multi colours,Cat,13 weeks.,Female,Lobby,2018-11-21 00:00:00,Foster
7364,61716,2018-11-21 15:01:19,Litter relinquishment,C1811757,Domestic Short Hair,Multi colours,Cat,13 weeks.,Female,Lobby,2018-12-04 00:00:00,Adoption
7365,61717,2018-11-21 15:01:19,Litter relinquishment,C1811758,Domestic Short Hair,Black,Cat,10 weeks.,Male,Lobby,2018-11-21 00:00:00,Foster
7366,61717,2018-11-21 15:01:19,Litter relinquishment,C1811758,Domestic Short Hair,Black,Cat,10 weeks.,Male,Lobby,2018-12-07 00:00:00,Adoption
7367,61718,2018-11-21 15:01:19,Litter relinquishment,C18111655,Domestic Short Hair,Orange,Cat,10 weeks.,Male,Lobby,2018-11-21 00:00:00,Foster
7368,61718,2018-11-21 15:01:19,Litter relinquishment,C18111655,Domestic Short Hair,Orange,Cat,10 weeks.,Male,Lobby,2018-12-07 00:00:00,Adoption
7369,61719,2018-11-21 15:01:19,Litter relinquishment,C1811760,Domestic Short Hair,Designer colors,Cat,10 weeks.,Female,Lobby,2018-11-21 00:00:00,Foster
7370,61719,2018-11-21 15:01:19,Litter relinquishment,C1811760,Domestic Short Hair,Designer colors,Cat,10 weeks.,Female,Lobby,2018-12-06 00:00:00,Adoption
7371,61720,2018-11-21 15:01:19,Litter relinquishment,C18111654,Domestic Short Hair,Orange,Cat,10 weeks.,Male,Lobby,2018-11-21 00:00:00,Foster
7372,61720,2018-11-21 15:01:19,Litter relinquishment,C18111654,Domestic Short Hair,Orange,Cat,10 weeks.,Male,Lobby,2018-12-06 00:00:00,Adoption
7373,61721,2018-11-21 16:39:01,Moving,C18111600,Domestic Short Hair,Multi colours,Cat,2 years 1 month.,Female,Adoptable window colony,2018-12-30 00:00:00,Adoption
7374,61722,2018-11-21 16:47:28,Stray,C18111601,Domestic Short Hair,Black and other colours mix,Cat,4 years 1 month.,Male,Cat room A,2018-12-06 00:00:00,Foster
7375,61722,2018-11-21 16:47:28,Stray,C18111601,Domestic Short Hair,Black and other colours mix,Cat,4 years 1 month.,Male,Cat room A,2019-01-10 00:00:00,Adoption
7376,61723,2018-11-22 19:22:21,Sick/Injured,C1811762,Domestic Short Hair,Orange,Cat,11 months.,Male,Cat room A,2018-12-06 00:00:00,Foster
7377,61723,2018-11-22 19:22:21,Sick/Injured,C1811762,Domestic Short Hair,Orange,Cat,11 months.,Male,Cat room A,2018-12-27 00:00:00,Foster
7378,61723,2018-11-22 19:22:21,Sick/Injured,C1811762,Domestic Short Hair,Orange,Cat,11 months.,Male,Cat room A,2019-02-01 00:00:00,Adoption
7383,61726,2018-11-24 11:28:59,Stray,C18111604,Domestic Long Hair,Black and other colours mix,Cat,8 years 1 month.,Male,Office,2018-12-06 00:00:00,Reclaimed
7384,61727,2018-11-24 12:38:18,Stray,C18111605,Domestic Medium Hair,Black and other colours mix,Cat,2 years 0 months.,Male,Cat room B,2018-12-04 00:00:00,Adoption
7385,61728,2018-11-24 13:34:41,Stray,C18111606,Domestic Short Hair,Grey,Cat,4 years 1 month.,Female,Adoptable Cat Glass Colony,2019-01-04 00:00:00,Adoption
7388,61732,2018-11-26 12:16:56,Stray,C18111608,Domestic Short Hair,Grey,Cat,5 years 2 months.,Male,Adoptable Cat Small Colony,2018-12-29 00:00:00,Adoption
7389,61733,2018-11-26 13:23:32,Incompatible with other pets,C18111602,Domestic Short Hair,Black,Cat,1 year 0 months.,Male,Cat room B,2018-11-30 00:00:00,Adoption
7390,61735,2018-11-26 14:12:14,Stray,C18111609,Domestic Medium Hair,Black,Cat,1 year 6 months.,Male,Adoptable Cat Kennels,2018-12-07 00:00:00,Adoption
7391,61736,2018-11-26 14:34:54,Stray,C18111610,Domestic Short Hair,Black and other colours mix,Cat,9 years 2 months.,Female,Adoptable Cat Kennels,2018-12-17 00:00:00,Adoption
7394,61740,2018-11-27 12:14:26,Moving,C18111603,Domestic Short Hair,Black and other colours mix,Cat,2 years 0 months.,Male,Adoptable Cat Big Colony,2018-12-11 00:00:00,Adoption
7395,61741,2018-11-27 12:43:02,Stray,C18111613,Domestic Short Hair,Multi colours,Cat,1 year 0 months.,Female,Adoptable Cat Glass Colony,2018-12-26 00:00:00,Adoption
7396,61742,2018-11-27 13:06:15,Stray,C18111614,Domestic Short Hair,Black and other colours mix,Cat,24 weeks.,Female,Adoptable Cat Glass Colony,2018-11-30 00:00:00,Foster
7397,61742,2018-11-27 13:06:15,Stray,C18111614,Domestic Short Hair,Black and other colours mix,Cat,24 weeks.,Female,Adoptable Cat Glass Colony,2019-03-14 00:00:00,Adoption
7398,61743,2018-11-27 13:06:15,Stray,C18111615,Domestic Short Hair,Black,Cat,9 months.,Male,Adoptable Cat Kennels,2018-11-30 00:00:00,Foster
7399,61743,2018-11-27 13:06:15,Stray,C18111615,Domestic Short Hair,Black,Cat,9 months.,Male,Adoptable Cat Kennels,2019-03-15 00:00:00,Adoption
7400,61743,2018-11-27 13:06:15,Stray,C18111615,Domestic Short Hair,Black,Cat,9 months.,Male,Adoptable Cat Kennels,2019-03-19 00:00:00,Adoption
7401,61744,2018-11-27 13:06:15,Stray,C18111616,Domestic Short Hair,Multi colours,Cat,24 weeks.,Female,Adoptable Cat Glass Colony,2018-11-30 00:00:00,Foster
7402,61744,2018-11-27 13:06:15,Stray,C18111616,Domestic Short Hair,Multi colours,Cat,24 weeks.,Female,Adoptable Cat Glass Colony,2019-03-16 00:00:00,Adoption
7403,61745,2018-11-27 13:06:15,Stray,C18111617,Domestic Short Hair,Multi colours,Cat,21 weeks.,Female,Cat room A,2018-11-30 00:00:00,Foster
7404,61745,2018-11-27 13:06:15,Stray,C18111617,Domestic Short Hair,Multi colours,Cat,21 weeks.,Female,Cat room A,2019-03-01 00:00:00,Adoption
7405,61746,2018-11-27 13:06:15,Stray,C18111618,Domestic Short Hair,Black,Cat,24 weeks.,Male,Adoptable Cat Glass Colony,2018-11-30 00:00:00,Foster
7406,61746,2018-11-27 13:06:15,Stray,C18111618,Domestic Short Hair,Black,Cat,24 weeks.,Male,Adoptable Cat Glass Colony,2019-03-16 00:00:00,Adoption
7407,61748,2018-11-27 14:22:26,Incompatible with owner lifestyle,C18111607,Domestic Short Hair,Black,Cat,1 year 3 months.,Male,Adoptable Cat Big Colony,2019-01-04 00:00:00,Adoption
7408,61748,2018-11-27 14:22:26,Incompatible with owner lifestyle,C18111607,Domestic Short Hair,Black,Cat,1 year 3 months.,Male,Adoptable Cat Big Colony,2019-08-12 00:00:00,Adoption
7415,61753,2018-11-28 16:07:31,Stray,C18111621,Domestic Short Hair,Black and other colours mix,Cat,1 year 10 months.,Female,Adoptable Cat Kennels,2019-01-05 00:00:00,Adoption
7422,61760,2018-11-29 13:22:50,Litter relinquishment,C18111611,Domestic Short Hair,Black and other colours mix,Cat,11 weeks.,Male,Lobby,2018-11-30 00:00:00,Foster
7423,61760,2018-11-29 13:22:50,Litter relinquishment,C18111611,Domestic Short Hair,Black and other colours mix,Cat,11 weeks.,Male,Lobby,2018-12-10 00:00:00,Adoption
7424,61761,2018-11-29 13:22:50,Litter relinquishment,C18111619,Domestic Short Hair,Black and other colours mix,Cat,10 weeks.,Male,Lobby,2018-11-30 00:00:00,Foster
7425,61761,2018-11-29 13:22:50,Litter relinquishment,C18111619,Domestic Short Hair,Black and other colours mix,Cat,10 weeks.,Male,Lobby,2018-12-07 00:00:00,Adoption
7426,61762,2018-11-29 13:22:50,Litter relinquishment,C18111620,Domestic Short Hair,Black and other colours mix,Cat,11 weeks.,Male,Lobby,2018-11-30 00:00:00,Foster
7427,61762,2018-11-29 13:22:50,Litter relinquishment,C18111620,Domestic Short Hair,Black and other colours mix,Cat,11 weeks.,Male,Lobby,2018-12-11 00:00:00,Adoption
7428,61763,2018-11-29 13:22:50,Litter relinquishment,C18111622,Domestic Short Hair,White mix,Cat,10 weeks.,Male,Lobby,2018-11-30 00:00:00,Foster
7429,61763,2018-11-29 13:22:50,Litter relinquishment,C18111622,Domestic Short Hair,White mix,Cat,10 weeks.,Male,Lobby,2018-12-07 00:00:00,Adoption
7430,61764,2018-11-29 13:41:17,Allergies,C18111623,Domestic Short Hair,Black and other colours mix,Cat,6 months.,Male,Adoptable window colony,2018-12-07 00:00:00,Adoption
7431,61765,2018-11-29 13:41:17,Allergies,C18111624,Domestic Medium Hair,Black,Cat,25 weeks.,Female,Adoptable Cat Middle Colony,2018-12-23 00:00:00,Adoption
7434,61767,2018-11-30 08:49:34,Stray,C18111625,Domestic Short Hair,White,Cat,1 year 3 months.,Male,Feline intake room,2018-12-02 00:00:00,Reclaimed
7435,61768,2018-11-30 09:17:42,Stray,C18111626,Domestic Short Hair,Multi colours,Cat,15 weeks.,Female,Lobby,2018-12-08 00:00:00,Adoption
7436,61769,2018-11-30 11:03:01,Stray,C1811771,Domestic Short Hair,Grey,Cat,25 weeks.,Male,Lobby,2018-12-09 00:00:00,Adoption
7437,61770,2018-11-30 11:06:26,Stray,C1811772,Domestic Short Hair,Orange,Cat,6 months.,Female,Adoptable Cat Middle Colony,2018-12-21 00:00:00,Adoption
7438,61771,2018-11-30 11:06:26,Stray,C1811773,Domestic Short Hair,Black,Cat,7 months.,Male,Adoptable Cat Middle Colony,2019-01-04 00:00:00,Adoption
7442,61776,2018-11-30 12:50:29,Police Assist,C1811776,Domestic Short Hair,Orange,Cat,10 months.,Male,Cat room B,2018-12-06 00:00:00,Reclaimed
7443,61777,2018-11-30 12:51:24,Stray,C18111628,Domestic Medium Hair,Designer colors,Cat,7 months.,Female,Cat room B,2018-12-01 00:00:00,Reclaimed
7445,61779,2018-11-30 15:02:37,Incompatible with other pets,C18111627,Domestic Short Hair,Black and other colours mix,Cat,1 year 4 months.,Female,Adoptable window colony,2018-12-20 00:00:00,Adoption
7446,61779,2018-11-30 15:02:37,Incompatible with other pets,C18111627,Domestic Short Hair,Black and other colours mix,Cat,1 year 4 months.,Female,Adoptable window colony,2019-04-16 00:00:00,Adoption
7450,61784,2018-11-30 20:47:12,Sick/Injured,C1811778,Domestic Medium Hair,Grey,Cat,5 years 0 months.,Male,Feline intake room,2018-12-01 00:00:00,Reclaimed
7451,61785,2018-11-30 20:51:43,Police Assist,C1811779,Domestic Short Hair,Multi colours,Cat,1 year 8 months.,Female,Adoptable window colony,2018-12-12 00:00:00,Adoption
7452,61786,2018-12-01 12:05:42,Stray,C18121630,Domestic Short Hair,Black and other colours mix,Cat,2 years 1 month.,Male,Feline intake room,2018-12-18 00:00:00,Adoption
7453,61786,2018-12-01 12:05:42,Stray,C18121630,Domestic Short Hair,Black and other colours mix,Cat,2 years 1 month.,Male,Feline intake room,2019-01-08 00:00:00,Reclaimed
7461,61793,2018-12-01 13:12:51,Stray,C18121631,Domestic Short Hair,Orange,Cat,2 years 0 months.,Male,Cat room C,2018-12-11 00:00:00,Adoption
7485,61815,2018-12-03 12:15:59,Stray,C18121651,Domestic Short Hair,Black and other colours mix,Cat,99 years 5 months.,Unknown,Cat room B,2018-12-12 00:00:00,Transfer
7486,61816,2018-12-03 12:42:48,Incompatible with owner lifestyle,C18121650,Domestic Short Hair,White mix,Cat,1 year 8 months.,Male,Adoptable Cat Glass Colony,2018-12-22 00:00:00,Adoption
7491,61823,2018-12-04 12:29:32,Stray,C18121658,Domestic Short Hair,Grey,Cat,14 weeks.,Female,Adoptable Cat Kennels,2018-12-11 00:00:00,Adoption
7492,61824,2018-12-04 13:33:02,Stray,C18121659,Domestic Short Hair,Black and other colours mix,Cat,9 months.,Male,Lobby,2018-12-14 00:00:00,Adoption
7493,61825,2018-12-04 13:33:02,Stray,C18121660,Domestic Short Hair,Black and other colours mix,Cat,9 months.,Female,Lobby,2018-12-13 00:00:00,Adoption
7494,61826,2018-12-04 13:50:40,Stray,C18121661,Domestic Long Hair,White mix,Cat,7 years 2 months.,Male,Feline intake room,2018-12-04 00:00:00,Reclaimed
7496,61828,2018-12-04 17:43:23,Biting,C18121657,Domestic Short Hair,Black and other colours mix,Cat,23 weeks.,Male,Adoptable Cat Kennels,2018-12-21 00:00:00,Adoption
7497,61829,2018-12-05 10:42:41,Stray,C18121662,Domestic Long Hair,Black and other colours mix,Cat,3 years 2 months.,Male,Adoptable Cat Kennels,2019-01-04 00:00:00,Foster
7498,61831,2018-12-06 12:06:43,Unable to Afford,C18121663,Domestic Medium Hair,Orange,Cat,14 weeks.,Male,Lobby,2018-12-11 00:00:00,Adoption
7499,61832,2018-12-06 12:06:43,Unable to Afford,C18121664,Domestic Short Hair,Orange,Cat,9 months.,Male,Lobby,2018-12-13 00:00:00,Adoption
7500,61833,2018-12-06 12:06:43,Unable to Afford,C18121665,Domestic Long Hair,Multi colours,Cat,14 weeks.,Female,Lobby,2018-12-11 00:00:00,Adoption
7501,61835,2018-12-06 13:56:26,Landlord issues,C18121666,Domestic Long Hair,White mix,Cat,2 years 5 months.,Female,Adoptable Cat Kennels,2018-12-28 00:00:00,Adoption
7502,61836,2018-12-06 13:58:22,Landlord issues,C18121667,Domestic Medium Hair,Grey,Cat,2 years 3 months.,Female,Adoptable Cat Glass Colony,2018-12-31 00:00:00,Adoption
7503,61837,2018-12-06 14:00:26,Landlord issues,C18121668,Domestic Short Hair,Grey,Cat,8 months.,Female,Adoptable Cat Glass Colony,2018-12-26 00:00:00,Adoption
7505,61844,2018-12-07 13:42:56,Stray,C18121669,Domestic Short Hair,Multi colours,Cat,24 weeks.,Female,Adoptable Cat Glass Colony,2018-12-27 00:00:00,Adoption
7506,61845,2018-12-07 14:48:36,Stray,C18121670,Domestic Short Hair,White mix,Cat,3 years 1 month.,Male,Adoptable Cat Glass Colony,2019-01-18 00:00:00,Adoption
7507,61846,2018-12-07 15:23:30,Incompatible with owner lifestyle,C18121671,Domestic Short Hair,Black and other colours mix,Cat,4 years 7 months.,Female,Lobby,2019-01-30 00:00:00,Adoption
7508,61848,2018-12-07 16:13:05,Stray,C18121672,Domestic Short Hair,Black and other colours mix,Cat,8 months.,Female,Adoptable Cat Big Colony,2018-12-30 00:00:00,Adoption
7509,61849,2018-12-07 16:23:56,Stray,C18121673,Domestic Short Hair,Orange,Cat,5 years 6 months.,Male,Adoptable Cat Big Colony,2018-12-24 00:00:00,Adoption
7516,61858,2018-12-08 12:51:30,Moving,C18121674,Domestic Short Hair,Grey,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,2018-12-30 00:00:00,Adoption
7517,61859,2018-12-08 13:36:09,Incompatible with owner lifestyle,C18121675,Domestic Medium Hair,Orange,Cat,11 months.,Male,Office,2019-01-24 00:00:00,Adoption
7521,61863,2018-12-08 16:21:16,Stray,C18121680,Domestic Short Hair,Black and other colours mix,Cat,1 year 7 months.,Male,Adoptable Cat Small Colony,2019-01-08 00:00:00,Adoption
7523,61866,2018-12-09 15:03:53,Stray,C18121682,Domestic Short Hair,Orange,Cat,15 weeks.,Male,Adoptable Cat Kennels,2018-12-18 00:00:00,Adoption
7524,61867,2018-12-09 15:03:53,Stray,C18121683,Domestic Short Hair,Black and other colours mix,Cat,9 months.,Male,Feline intake room,2018-12-19 00:00:00,Adoption
7525,61867,2018-12-09 15:03:53,Stray,C18121683,Domestic Short Hair,Black and other colours mix,Cat,9 months.,Male,Feline intake room,2019-06-10 00:00:00,Reclaimed
7529,61870,2018-12-10 13:18:54,Stray,C18121685,Domestic Short Hair,Multi colours,Cat,1 year 6 months.,Female,Adoptable Cat Middle Colony,2019-01-03 00:00:00,Adoption
7532,61873,2018-12-10 14:35:32,Stray,C1812789,Domestic Medium Hair,White mix,Cat,1 year 0 months.,Male,Cat room A,2018-12-11 00:00:00,Reclaimed
7534,61875,2018-12-11 12:01:49,Stray,C18121689,Domestic Short Hair,Black,Cat,30 years 5 months.,Unknown,Feline intake room,2018-12-12 00:00:00,Transfer
7535,61876,2018-12-11 12:08:10,Stray,C18121690,Domestic Medium Hair,Multi colours,Cat,7 years 2 months.,Female,Adoptable Cat Glass Colony,2019-01-26 00:00:00,Foster
7536,61876,2018-12-11 12:08:10,Stray,C18121690,Domestic Medium Hair,Multi colours,Cat,7 years 2 months.,Female,Adoptable Cat Glass Colony,2019-02-27 00:00:00,Adoption
7537,61877,2018-12-11 12:08:10,Stray,C18121691,Domestic Short Hair,Grey,Cat,5 years 5 months.,Male,Cat room C,2019-01-25 00:00:00,Adoption
7540,61881,2018-12-11 15:20:01,Incompatible with owner lifestyle,C18121681,Domestic Short Hair,Black and other colours mix,Cat,13 weeks.,Female,Adoptable Cat Kennels,2018-12-13 00:00:00,Foster
7541,61881,2018-12-11 15:20:01,Incompatible with owner lifestyle,C18121681,Domestic Short Hair,Black and other colours mix,Cat,13 weeks.,Female,Adoptable Cat Kennels,2019-01-04 00:00:00,Foster
7542,61881,2018-12-11 15:20:01,Incompatible with owner lifestyle,C18121681,Domestic Short Hair,Black and other colours mix,Cat,13 weeks.,Female,Adoptable Cat Kennels,2019-01-31 00:00:00,Adoption
7544,61883,2018-12-11 16:26:15,Moving,C18121684,Domestic Long Hair,Orange,Cat,1 year 7 months.,Male,Adoptable window colony,2018-12-22 00:00:00,Adoption
7545,61884,2018-12-11 16:26:15,Moving,C18121686,Domestic Long Hair,Orange,Cat,1 year 7 months.,Male,Adoptable window colony,2018-12-22 00:00:00,Adoption
7549,61888,2018-12-12 12:16:20,Stray,C1812792,Domestic Short Hair,White mix,Cat,1 year 8 months.,Male,Adoptable Cat Glass Colony,2019-01-18 00:00:00,Adoption
7550,61890,2018-12-12 13:15:04,Stray,C18121694,Domestic Short Hair,Multi colours,Cat,11 weeks.,Female,Adoptable Cat Middle Colony,2018-12-26 00:00:00,Adoption
7551,61891,2018-12-12 13:44:21,Incompatible with other pets,C18121687,Domestic Short Hair,White mix,Cat,1 year 11 months.,Male,Cat room C,2018-12-30 00:00:00,Adoption
7552,61891,2018-12-12 13:44:21,Incompatible with other pets,C18121687,Domestic Short Hair,White mix,Cat,1 year 11 months.,Male,Cat room C,2019-03-01 00:00:00,Adoption
7553,61891,2018-12-12 13:44:21,Incompatible with other pets,C18121687,Domestic Short Hair,White mix,Cat,1 year 11 months.,Male,Cat room C,2019-05-26 00:00:00,Adoption
7554,61892,2018-12-12 13:58:20,Stray,C1812793,Domestic Short Hair,White mix,Cat,2 years 5 months.,Male,Cat room A,2018-12-14 00:00:00,Transfer
7555,61893,2018-12-12 13:58:20,Stray,C1812794,Domestic Short Hair,Black and other colours mix,Cat,1 year 0 months.,Male,Cat room A,2018-12-14 00:00:00,Transfer
7558,61895,2018-12-12 13:58:20,Stray,C1812795,Domestic Short Hair,Black and other colours mix,Cat,1 year 0 months.,Unknown,Cat room A,2018-12-14 00:00:00,Transfer
7559,61896,2018-12-12 16:32:07,Stray,C18121696,Domestic Short Hair,Multi colours,Cat,1 year 1 month.,Female,Adoptable Cat Kennels,2019-01-08 00:00:00,Adoption
7578,61908,2018-12-13 17:08:17,Moving,C18121702,Domestic Short Hair,Black and other colours mix,Cat,15 years 5 months.,Male,Adoptable Cat Kennels,2019-01-15 00:00:00,Foster
7579,61908,2018-12-13 17:08:17,Moving,C18121702,Domestic Short Hair,Black and other colours mix,Cat,15 years 5 months.,Male,Adoptable Cat Kennels,2019-02-01 00:00:00,Adoption
7581,61911,2018-12-14 12:45:43,Incompatible with owner lifestyle,C18121704,Domestic Medium Hair,Designer colors,Cat,2 years 0 months.,Female,Adoptable Cat Kennels,2018-12-27 00:00:00,Adoption
7589,61920,2018-12-15 12:49:13,Stray,C18121707,Domestic Short Hair,Black,Cat,2 years 0 months.,Female,Cat room C,2018-12-15 00:00:00,Reclaimed
7597,61925,2018-12-15 14:31:27,Litter relinquishment,C18121712,Domestic Short Hair,Black and other colours mix,Cat,1 year 7 months.,Female,Adoptable Cat Glass Colony,2018-12-15 00:00:00,Foster
